timestamp,APPversion,rawstack
2026-06-19T19:00:34.761Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] caf::PdmFieldUiCap<caf::PdmPtrField<RimSummaryEnsemble*> >::setValueFromUiEditor(QVariant const&, bool) at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafInternalPdmUiFieldCapability.inl:30
  [6] caf::CmdFieldChangeExec::redo() at ResInsight/Fwk/AppFwk/cafCommand/cafCmdFieldChangeExec.cpp:139
  [7] QUndoStack::push(QUndoCommand*) at :0
  [8] caf::CmdUiCommandSystemImpl::fieldChangedCommand(std::vector<caf::PdmFieldHandle*, std::allocator<caf::PdmFieldHandle*> > const&, QVariant const&) at ResInsight/Fwk/AppFwk/cafCommand/cafCmdUiCommandSystemImpl.cpp:146
  [9] caf::PdmUiCommandSystemProxy::setUiValueToField(caf::PdmUiFieldHandle*, QVariant const&) at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiCommandSystemProxy.cpp:113
  [10] caf::PdmUiComboBoxEditor::slotIndexActivated(int) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiComboBoxEditor.cpp:455
  [11]  at :0
  [12] QComboBox::activated(int) at :0
  [13]  at :0
  [14]  at :0
  [15]  at :0
  [16] QComboBoxPrivateContainer::itemSelected(QModelIndex const&) at :0
  [17] QComboBoxPrivateContainer::eventFilter(QObject*, QEvent*) at :0
  [18] QCoreApplicationPrivate::sendThroughObjectEventFilters(QObject*, QEvent*) at :0
  [19] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [20] QApplication::notify(QObject*, QEvent*) at :0
  [21] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [22] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [23] QApplicationPrivate::sendMouseEvent(QWidget*, QMouseEvent*, QWidget*, QWidget*, QWidget**, QPointer<QWidget>&, bool, bool) at :0
  [24]  at :0
  [25]  at :0
  [26] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [27] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [28] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [29] QGuiApplicationPrivate::processMouseEvent(QWindowSystemInterfacePrivate::MouseEvent*) at :0
  [30] QWindowSystemInterface::sendWindowSystemEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [31]  at :0
  [32] g_main_context_dispatch at :0
  [33] g_main_context_iterate.isra.20 at :0
  [34] g_main_context_iteration at :0
  [35] QEventDispatcherGlib::processEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [36] QEventLoop::exec(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [37] QCoreApplication::exec() at :0
  [38] main at ResInsight/ApplicationExeCode/RiaMain.cpp:258
  [39] __libc_start_main at :0
  [40] _start at :0
  [41]  at :0
"
2026-06-19T15:16:33.637Z,2026.06.1-dev.01,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] __gnu_cxx::__verbose_terminate_handler() at /var/tmp/vkip/gcc-13.3.0_source/gcc-13.3.0/libstdc++-v3/libsupc++/vterminate.cc:95
  [6]  at :0
  [7]  at :0
  [8] __cxxabiv1::__terminate(void (*)()) at /var/tmp/vkip/gcc-13.3.0_source/gcc-13.3.0/libstdc++-v3/libsupc++/eh_terminate.cc:48
  [9] std::terminate() at /var/tmp/vkip/gcc-13.3.0_source/gcc-13.3.0/libstdc++-v3/libsupc++/eh_terminate.cc:58
  [10] __cxa_throw at /var/tmp/vkip/gcc-13.3.0_source/gcc-13.3.0/libstdc++-v3/libsupc++/eh_throw.cc:98
  [11] std::__throw_out_of_range(char const*) at /var/tmp/vkip/gcc-13.3.0_source/gcc-13.3.0/libstdc++-v3/src/c++11/functexcept.cc:86
  [12] std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<int, std::allocator<int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<int, std::allocator<int> > > > >::at(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const at /opt/rh/gcc-toolset-13/root/usr/include/c++/13/bits/stl_map.h:562
  [13] ecl_file_view_iget_named_file_kw at ResInsight/ThirdParty/Ert/lib/ecl/ecl_file_view.cpp:127
  [14] ecl_file_view_iget_named_kw at ResInsight/ThirdParty/Ert/lib/ecl/ecl_file_view.cpp:224
  [15] RifEclipseOutputFileTools::findAvailablePhases(ecl_file_struct const*) at ResInsight/ApplicationLibCode/FileInterface/RifEclipseOutputFileTools.cpp:585
  [16] RifEclipseUnifiedRestartFileAccess::openFile() at ResInsight/ApplicationLibCode/FileInterface/RifEclipseUnifiedRestartFileAccess.cpp:125
  [17] RifEclipseUnifiedRestartFileAccess::extractTimestepsFromEclipse() at ResInsight/ApplicationLibCode/FileInterface/RifEclipseUnifiedRestartFileAccess.cpp:152
  [18] RifEclipseUnifiedRestartFileAccess::timeSteps(std::vector<QDateTime, std::allocator<QDateTime> >*, std::vector<double, std::allocator<double> >*) at ResInsight/ApplicationLibCode/FileInterface/RifEclipseUnifiedRestartFileAccess.cpp:206
  [19] RimEclipseResultCase::importGridAndResultMetaData(bool) at ResInsight/ApplicationLibCode/ProjectDataModel/RimEclipseResultCase.cpp:216
  [20] RiaImportEclipseCaseTools::openEclipseCaseShowTimeStepFilterImpl(QString const&, bool, bool, RifReaderSettings&) at ResInsight/ApplicationLibCode/Application/Tools/RiaImportEclipseCaseTools.cpp:372
  [21] RiaImportEclipseCaseTools::openEclipseCasesFromFile(QList<QString> const&, bool, std::map<QString, int, std::less<QString>, std::allocator<std::pair<QString const, int> > >*, bool, RifReaderSettings&) at ResInsight/ApplicationLibCode/Application/Tools/RiaImportEclipseCaseTools.cpp:107
  [22] RicImportGeneralDataFeature::openEclipseCaseFromFileNames(QList<QString> const&, bool, std::vector<int, std::allocator<int> >&, RifReaderSettings&) at ResInsight/ApplicationLibCode/Commands/RicImportGeneralDataFeature.cpp:363
  [23] RicImportGeneralDataFeature::openEclipseFilesFromFileNames(QList<QString> const&, bool, bool, RifReaderSettings&) at ResInsight/ApplicationLibCode/Commands/RicImportGeneralDataFeature.cpp:105
  [24] RicImportGeneralDataFeature::openEclipseFilesFromFileNames(QList<QString> const&, bool, bool) at ResInsight/ApplicationLibCode/Commands/RicImportGeneralDataFeature.cpp:56
  [25] RiaGuiApplication::handleArguments(gsl::not_null<cvf::ProgramOptions*>) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:847
  [26] main at ResInsight/ApplicationExeCode/RiaMain.cpp:202
  [27] __libc_start_main at :0
  [28] _start at :0
  [29]  at :0
"
2026-06-19T10:45:44.403Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] RimEclipsePropertyFilterCollection* caf::PdmObjectHandle::firstAncestorOrThisOfTypeAsserted<RimEclipsePropertyFilterCollection>() const at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmCore/cafPdmObjectHandle.h:249
  [6] QUndoStack::push(QUndoCommand*) at :0
  [7] RicEclipsePropertyFilterInsertFeature::onActionTriggered(bool) at ResInsight/ApplicationLibCode/Commands/EclipseCommands/RicEclipsePropertyFilterInsertFeature.cpp:58
  [8] caf::CmdFeature::actionTriggered(bool) at ResInsight/Fwk/AppFwk/cafCommand/cafCmdFeature.cpp:176
  [9]  at :0
  [10] QAction::triggered(bool) at :0
  [11] QAction::activate(QAction::ActionEvent) at :0
  [12]  at :0
  [13]  at :0
  [14] QWidget::event(QEvent*) at :0
  [15] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [16] QApplication::notify(QObject*, QEvent*) at :0
  [17] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [18] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [19] QApplicationPrivate::sendMouseEvent(QWidget*, QMouseEvent*, QWidget*, QWidget*, QWidget**, QPointer<QWidget>&, bool, bool) at :0
  [20]  at :0
  [21]  at :0
  [22] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [23] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [24] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [25] QGuiApplicationPrivate::processMouseEvent(QWindowSystemInterfacePrivate::MouseEvent*) at :0
  [26] QWindowSystemInterface::sendWindowSystemEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [27]  at :0
  [28] g_main_context_dispatch at :0
  [29] g_main_context_iterate.isra.20 at :0
  [30] g_main_context_iteration at :0
  [31] QEventDispatcherGlib::processEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [32] QEventLoop::exec(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [33]  at :0
  [34] QMenu::exec(QPoint const&, QAction*) at :0
  [35] RiuMainWindow::customMenuRequested(QPoint const&) at ResInsight/ApplicationLibCode/UserInterface/RiuMainWindow.cpp:2092
  [36]  at :0
  [37] QWidget::customContextMenuRequested(QPoint const&) at :0
  [38] QWidget::event(QEvent*) at :0
  [39] QFrame::event(QEvent*) at :0
  [40] QCoreApplicationPrivate::sendThroughObjectEventFilters(QObject*, QEvent*) at :0
  [41] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [42] QApplication::notify(QObject*, QEvent*) at :0
  [43] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [44] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [45]  at :0
  [46]  at :0
  [47] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [48] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [49] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [50] QGuiApplicationPrivate::processMouseEvent(QWindowSystemInterfacePrivate::MouseEvent*) at :0
  [51] QWindowSystemInterface::sendWindowSystemEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [52]  at :0
  [53] g_main_context_dispatch at :0
  [54] g_main_context_iterate.isra.20 at :0
  [55] g_main_context_iteration at :0
  [56] QEventDispatcherGlib::processEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [57] QEventLoop::exec(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [58] QCoreApplication::exec() at :0
  [59] main at ResInsight/ApplicationExeCode/RiaMain.cpp:258
  [60] __libc_start_main at :0
  [61] _start at :0
  [62]  at :0
"
2026-06-18T13:25:23.569Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] caf::PdmUiFieldHandle::enableAutoValue(bool, bool) at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiFieldHandle.cpp:164
  [4] caf::PdmUiLineEditor::slotEditingFinished() at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiLineEditor.cpp:355
  [5]  at :0
  [6] QLineEdit::focusOutEvent(QFocusEvent*) at :0
  [7] QWidget::event(QEvent*) at :0
  [8] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [9] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [10] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [11] QApplicationPrivate::setFocusWidget(QWidget*, Qt::FocusReason) at :0
  [12] QWidget::setFocus(Qt::FocusReason) at :0
  [13] QWidget::focusNextPrevChild(bool) at :0
  [14] QScrollArea::focusNextPrevChild(bool) at :0
  [15] QScrollArea::focusNextPrevChild(bool) at :0
  [16] QWidgetPrivate::hide_helper() at :0
  [17] QWidgetPrivate::setVisible(bool) at :0
  [18] caf::PdmUiFormLayoutObjectEditor::cleanupBeforeSettingPdmObject() at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiFormLayoutObjectEditor.cpp:607
  [19] caf::PdmUiObjectEditorHandle::setPdmObject(caf::PdmObjectHandle*) at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiObjectEditorHandle.cpp:66
  [20] caf::PdmUiPropertyView::showProperties(caf::PdmObjectHandle*) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiPropertyView.cpp:211
  [21] RiuPlotMainWindow::selectedObjectsChanged(caf::PdmUiTreeView*, caf::PdmUiPropertyView*) at ResInsight/ApplicationLibCode/UserInterface/RiuPlotMainWindow.cpp:962
  [22]  at :0
  [23] caf::PdmUiTreeView::slotOnSelectionChanged() at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiTreeView.cpp:154
  [24]  at :0
  [25]  at :0
  [26] QItemSelectionModel::selectionChanged(QItemSelection const&, QItemSelection const&) at :0
  [27]  at :0
  [28]  at :0
  [29] QAbstractItemModel::rowsAboutToBeRemoved(QModelIndex const&, int, int, QAbstractItemModel::QPrivateSignal) at :0
  [30] QAbstractItemModel::beginRemoveRows(QModelIndex const&, int, int) at :0
  [31]  at :0
  [32]  at :0
  [33]  at :0
  [34]  at :0
  [35] QAbstractItemModel::rowsAboutToBeRemoved(QModelIndex const&, int, int, QAbstractItemModel::QPrivateSignal) at :0
  [36] QAbstractItemModel::beginRemoveRows(QModelIndex const&, int, int) at :0
  [37] caf::PdmUiTreeViewQModel::updateSubTreeRecursive(QModelIndex const&, caf::PdmUiTreeOrdering*, caf::PdmUiTreeOrdering*, bool) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiTreeViewQModel.cpp:268
  [38] caf::PdmUiTreeViewQModel::updateSubTree(caf::PdmUiItem*, bool) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiTreeViewQModel.cpp:202
  [39] caf::PdmUiTreeViewEditor::updateMySubTree(caf::PdmUiItem*, bool) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiTreeViewEditor.cpp:332
  [40] caf::PdmUiEditorHandle::updateUi() at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiEditorHandle.cpp:84
  [41] caf::PdmUiItem::updateConnectedEditors() const at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiItem.cpp:493
  [42] RimEnsembleCurveSetCollection::onChildDeleted(caf::PdmChildArrayFieldHandle*, std::vector<caf::PdmObjectHandle*, std::allocator<caf::PdmObjectHandle*> >&) at ResInsight/ApplicationLibCode/ProjectDataModel/Summary/RimEnsembleCurveSetCollection.cpp:333
  [43] RicDeleteItemExec::redo() at ResInsight/ApplicationLibCode/Commands/RicDeleteItemExec.cpp:71
  [44] RicDeleteItemFeature::deleteObject(caf::PdmObject*) at ResInsight/ApplicationLibCode/Commands/RicDeleteItemFeature.cpp:128
  [45] RicDeleteItemFeature::onActionTriggered(bool) at ResInsight/ApplicationLibCode/Commands/RicDeleteItemFeature.cpp:68
  [46] caf::CmdFeature::actionTriggered(bool) at ResInsight/Fwk/AppFwk/cafCommand/cafCmdFeature.cpp:176
  [47] RiuTreeViewEventFilter::activateFirstEnabledFeature(std::vector<caf::CmdFeature*, std::allocator<caf::CmdFeature*> > const&) at ResInsight/ApplicationLibCode/UserInterface/RiuTreeViewEventFilter.cpp:95
  [48] RiuTreeViewEventFilter::activateFeatureFromKeyEvent(QKeyEvent*) at ResInsight/ApplicationLibCode/UserInterface/RiuTreeViewEventFilter.cpp:73
  [49] RiuPlotMainWindow::keyPressEvent(QKeyEvent*) at ResInsight/ApplicationLibCode/UserInterface/RiuPlotMainWindow.cpp:322
  [50] QWidget::event(QEvent*) at :0
  [51] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [52] QApplication::notify(QObject*, QEvent*) at :0
  [53] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [54] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [55]  at :0
  [56] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [57] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [58] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [59] QGuiApplicationPrivate::processKeyEvent(QWindowSystemInterfacePrivate::KeyEvent*) at :0
  [60] QWindowSystemInterface::sendWindowSystemEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [61]  at :0
  [62] g_main_context_dispatch at :0
  [63] g_main_context_iterate.isra.20 at :0
  [64] g_main_context_iteration at :0
  [65] QEventDispatcherGlib::processEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [66] QEventLoop::exec(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [67] QCoreApplication::exec() at :0
  [68] main at ResInsight/ApplicationExeCode/RiaMain.cpp:258
  [69] __libc_start_main at :0
  [70] _start at :0
  [71]  at :0
"
2026-06-18T12:59:43.828Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] __gnu_cxx::__verbose_terminate_handler() [clone .cold.1] at :0
  [6]  at :0
  [7]  at :0
  [8] __cxxabiv1::__terminate(void (*)()) at :0
  [9] std::terminate() at :0
  [10] __cxa_rethrow at :0
  [11] main at ResInsight/ApplicationExeCode/RiaMain.cpp:264
  [12] __libc_start_main at :0
  [13] _start at :0
  [14]  at :0
"
2026-06-18T12:59:12.102Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] __gnu_cxx::__verbose_terminate_handler() [clone .cold.1] at :0
  [6]  at :0
  [7]  at :0
  [8] __cxxabiv1::__terminate(void (*)()) at :0
  [9] std::terminate() at :0
  [10] __cxa_rethrow at :0
  [11] main at ResInsight/ApplicationExeCode/RiaMain.cpp:264
  [12] __libc_start_main at :0
  [13] _start at :0
  [14]  at :0
"
2026-06-18T12:58:39.955Z,2026.02.2,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:147
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:227
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] __gnu_cxx::__verbose_terminate_handler() [clone .cold.1] at :0
  [6]  at :0
  [7]  at :0
  [8] __cxxabiv1::__terminate(void (*)()) at :0
  [9] std::terminate() at :0
  [10] __cxa_rethrow at :0
  [11] main at ResInsight/ApplicationExeCode/RiaMain.cpp:232
  [12] __libc_start_main at :0
  [13] _start at :0
  [14]  at :0
"
2026-06-18T06:55:30.718Z,2026.06.0,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:167
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:263
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] caf::PdmUiEditorHandle::updateUi(QString const&) at ResInsight/Fwk/AppFwk/cafProjectDataModel/cafPdmUiCore/cafPdmUiEditorHandle.cpp:65
  [6] caf::PdmUiPropertyView::showProperties(caf::PdmObjectHandle*) at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiPropertyView.cpp:213
  [7] RiuMainWindow::selectedObjectsChanged() at ResInsight/ApplicationLibCode/UserInterface/RiuMainWindow.cpp:1539
  [8]  at :0
  [9] caf::PdmUiTreeView::slotOnSelectionChanged() at ResInsight/Fwk/AppFwk/cafUserInterface/cafPdmUiTreeView.cpp:154
  [10]  at :0
  [11]  at :0
  [12] QItemSelectionModel::selectionChanged(QItemSelection const&, QItemSelection const&) at :0
  [13] QItemSelectionModel::emitSelectionChanged(QItemSelection const&, QItemSelection const&) at :0
  [14] QItemSelectionModel::select(QItemSelection const&, QFlags<QItemSelectionModel::SelectionFlag>) at :0
  [15] QTreeViewPrivate::select(QModelIndex const&, QModelIndex const&, QFlags<QItemSelectionModel::SelectionFlag>) at :0
  [16] QTreeView::setSelection(QRect const&, QFlags<QItemSelectionModel::SelectionFlag>) at :0
  [17] QAbstractItemView::mousePressEvent(QMouseEvent*) at :0
  [18] QWidget::event(QEvent*) at :0
  [19] QFrame::event(QEvent*) at :0
  [20] QCoreApplicationPrivate::sendThroughObjectEventFilters(QObject*, QEvent*) at :0
  [21] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [22] QApplication::notify(QObject*, QEvent*) at :0
  [23] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [24] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [25] QApplicationPrivate::sendMouseEvent(QWidget*, QMouseEvent*, QWidget*, QWidget*, QWidget**, QPointer<QWidget>&, bool, bool) at :0
  [26]  at :0
  [27]  at :0
  [28] QApplicationPrivate::notify_helper(QObject*, QEvent*) at :0
  [29] RiaGuiApplication::notify(QObject*, QEvent*) at ResInsight/ApplicationLibCode/Application/RiaGuiApplication.cpp:1831
  [30] QCoreApplication::notifyInternal2(QObject*, QEvent*) at :0
  [31] QGuiApplicationPrivate::processMouseEvent(QWindowSystemInterfacePrivate::MouseEvent*) at :0
  [32] QWindowSystemInterface::sendWindowSystemEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [33]  at :0
  [34] g_main_context_dispatch at :0
  [35] g_main_context_iterate.isra.20 at :0
  [36] g_main_context_iteration at :0
  [37] QEventDispatcherGlib::processEvents(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [38] QEventLoop::exec(QFlags<QEventLoop::ProcessEventsFlag>) at :0
  [39] QCoreApplication::exec() at :0
  [40] main at ResInsight/ApplicationExeCode/RiaMain.cpp:258
  [41] __libc_start_main at :0
  [42] _start at :0
  [43]  at :0
"
2026-06-17T10:18:08.147Z,2026.02.2,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:147
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:227
  [2]  at :0
  [3] ecl_kw_get_data_type at ResInsight/ThirdParty/Ert/lib/ecl/ecl_kw.cpp:1776
  [4] ecl_file_kw_assert_kw at ResInsight/ThirdParty/Ert/lib/ecl/ecl_file_kw.cpp:211
  [5] ecl_file_kw_load_kw at ResInsight/ThirdParty/Ert/lib/ecl/ecl_file_kw.cpp:244
  [6] ecl_file_view_get_kw at ResInsight/ThirdParty/Ert/lib/ecl/ecl_file_view.cpp:149
  [7] RifEclipseSummaryTools::getRestartRelativeFilePathResdata(QString const&) at ResInsight/ApplicationLibCode/FileInterface/RifEclipseSummaryTools.cpp:336
  [8] RifEclipseSummaryTools::getRestartFileNames(QString const&, bool, std::vector<QString, std::allocator<QString> >&) at ResInsight/ApplicationLibCode/FileInterface/RifEclipseSummaryTools.cpp:220
  [9] RifEclipseSummaryTools::getRestartFileNames(QString const&, std::vector<QString, std::allocator<QString> >&) at ResInsight/ApplicationLibCode/FileInterface/RifEclipseSummaryTools.cpp:164
  [10] operator() at ResInsight/ApplicationLibCode/ProjectDataModel/Summary/RimFileSummaryCase.cpp:190
  [11] RimFileSummaryCase::createSummaryReaderInterfaceThreadSafe(RifEnsembleImportConfig, RiaThreadSafeLogger*) at ResInsight/ApplicationLibCode/ProjectDataModel/Summary/RimFileSummaryCase.cpp:110
  [12] RimSummaryCaseMainCollection::loadFileSummaryCaseData(std::vector<RimFileSummaryCase*, std::allocator<RimFileSummaryCase*> > const&, bool) [clone ._omp_fn.0] at ResInsight/ApplicationLibCode/ProjectDataModel/Summary/RimSummaryCaseMainCollection.cpp:567
  [13] gomp_thread_start at :0
  [14] start_thread at :0
  [15] __GI___clone at :0
  [16]  at :0
"
2026-06-17T09:53:44.703Z,2026.02.2,"  [0] performCrashLogging at ResInsight/ApplicationExeCode/RiaMainTools.cpp:147
  [1] manageSegFailureSA(int, siginfo_t*, void*) at ResInsight/ApplicationExeCode/RiaMainTools.cpp:227
  [2]  at :0
  [3] __GI_raise at :0
  [4] __GI_abort at :0
  [5] __libc_message at :0
  [6] malloc_printerr at :0
  [7] _int_free at :0
  [8] __malloc_arena_thread_freeres at :0
  [9] start_thread at :0
  [10] __GI___clone at :0
  [11]  at :0
"
